Rule_ID,Raw_Text,Antecedent_Text
371,"frozenset({'Mint Sauce', 'Garlic Naan'}),""frozenset({'Plain Papadum', 'Mango Chutney'})"",0.027468836306635814,0.1130103754571919,0.011644397999552138,0.42391304347826086,3.751098443512722,0.00854013449516708,1.5396801029799687,0.7541263965394751",Mint Sauce + Garlic Naan
372,"frozenset({'Plain Papadum', 'Mango Chutney'}),""frozenset({'Mint Sauce', 'Garlic Naan'})"",0.1130103754571919,0.027468836306635814,0.011644397999552138,0.10303830911492734,3.7510984435127215,0.00854013449516708,1.0842505020852382,0.826854567071684",Plain Papadum + Mango Chutney
373,"frozenset({'Mint Sauce', 'Onion Bhajee'}),frozenset({'Mango Chutney'}),0.02791669776815705,0.15443756064790626,0.0161230126147645,0.5775401069518716,3.7396349989532256,0.011811625910105476,2.0015212172005254,0.7536331732177545",Mint Sauce + Onion Bhajee
374,"frozenset({'Mango Chutney'}),""frozenset({'Mint Sauce', 'Onion Bhajee'})"",0.15443756064790626,0.02791669776815705,0.0161230126147645,0.1043982600289995,3.7396349989532256,0.011811625910105476,1.0853968442081399,0.8663987301213644",Mango Chutney
375,"frozenset({'Mango Chutney', 'Garlic Naan'}),frozenset({'Mint Sauce'}),0.03455997611405538,0.10920355303426141,0.014107636037918937,0.408207343412527,3.7380408610373372,0.010333563853484882,1.5052509304567043,0.7587008687982865",Mango Chutney + Garlic Naan
376,"frozenset({'Mint Sauce'}),""frozenset({'Mango Chutney', 'Garlic Naan'})"",0.10920355303426141,0.03455997611405538,0.014107636037918937,0.12918660287081338,3.738040861037337,0.010333563853484882,1.1086646428140794,0.8222756022320292",Mint Sauce
377,"frozenset({'Mango Chutney'}),""frozenset({'Plain Papadum', 'Plain Naan', 'Plain Rice'})"",0.15443756064790626,0.023736657460625515,0.013659774576397702,0.08844852585790236,3.726241826787163,0.009993943100243772,1.0709909097104804,0.8652620519588773",Mango Chutney
378,"frozenset({'Plain Papadum', 'Plain Naan', 'Plain Rice'}),frozenset({'Mango Chutney'}),0.023736657460625515,0.15443756064790626,0.013659774576397702,0.5754716981132075,3.726241826787163,0.009993943100243772,1.9917693015849318,0.749421861349504",Plain Papadum + Plain Naan + Plain Rice
379,"frozenset({'Mango Chutney'}),""frozenset({'Plain Papadum', 'Mint Sauce'})"",0.15443756064790626,0.08083899380458312,0.04650294842128835,0.30111164813919766,3.724831717563094,0.03401837141287732,1.3151757412298184,0.8651419004089923",Mango Chutney
380,"frozenset({'Plain Papadum', 'Mint Sauce'}),frozenset({'Mango Chutney'}),0.08083899380458312,0.15443756064790626,0.04650294842128835,0.5752539242843951,3.724831717563094,0.03401837141287732,1.9907480909093858,0.7958687224161982",Plain Papadum + Mint Sauce
381,"frozenset({'Plain Papadum', 'Mint Sauce', 'Garlic Naan'}),frozenset({'Mango Chutney'}),0.020303052922296037,0.15443756064790626,0.011644397999552138,0.5735294117647058,3.713665311460495,0.008508844032527394,1.982698133653185,0.7458676434676434",Plain Papadum + Mint Sauce + Garlic Naan
382,"frozenset({'Mango Chutney'}),""frozenset({'Plain Papadum', 'Mint Sauce', 'Garlic Naan'})"",0.15443756064790626,0.020303052922296037,0.011644397999552138,0.07539874335427742,3.7136653114604945,0.008508844032527394,1.0595885956632354,0.8641872193249313",Mango Chutney
383,"frozenset({'Onion Chutney'}),frozenset({'Mango Chutney'}),0.07703217138165261,0.15443756064790626,0.04366649249832052,0.5668604651162791,3.6704831566760707,0.03176983185872664,1.9521710009202702,0.7882791585015605",Onion Chutney
384,"frozenset({'Mango Chutney'}),frozenset({'Onion Chutney'}),0.15443756064790626,0.07703217138165261,0.04366649249832052,0.28274528757854034,3.6704831566760707,0.03176983185872664,1.2868062246707281,0.8604406598580328",Mango Chutney
385,"frozenset({'Red Sauce'}),""frozenset({'Plain Papadum', 'Onion Bhajee'})"",0.049637978651937004,0.06643278345898336,0.012092259461073375,0.24360902255639097,3.667000084480865,0.008794670373947605,1.2342389642142664,0.7652847108287467",Red Sauce
386,"frozenset({'Plain Papadum', 'Onion Bhajee'}),frozenset({'Red Sauce'}),0.06643278345898336,0.049637978651937004,0.012092259461073375,0.18202247191011234,3.6670000844808643,0.008794670373947605,1.1618436799447474,0.7790521258712404",Plain Papadum + Onion Bhajee
387,"frozenset({'Mint Sauce', 'Bombay Aloo'}),frozenset({'Mango Chutney'}),0.020303052922296037,0.15443756064790626,0.011495110845711726,0.5661764705882353,3.666054217723822,0.008359556878686981,1.9490930805404194,0.7422980828695115",Mint Sauce + Bombay Aloo
388,"frozenset({'Mango Chutney'}),""frozenset({'Mint Sauce', 'Bombay Aloo'})"",0.15443756064790626,0.020303052922296037,0.011495110845711726,0.07443209279845335,3.6660542177238216,0.008359556878686981,1.058481975719984,0.8600514069264069",Mango Chutney
389,"frozenset({'Mint Sauce'}),""frozenset({'Plain Papadum', 'Bombay Aloo'})"",0.10920355303426141,0.041501828767634544,0.016570874076285734,0.15174299384825699,3.656296562203415,0.012038726917440519,1.1299619859089045,0.8155614136006293",Mint Sauce
390,"frozenset({'Plain Papadum', 'Bombay Aloo'}),frozenset({'Mint Sauce'}),0.041501828767634544,0.10920355303426141,0.016570874076285734,0.3992805755395683,3.656296562203415,0.012038726917440519,1.4828827081226066,0.7579557596690218",Plain Papadum + Bombay Aloo
391,"frozenset({'Plain Papadum', 'Mango Chutney', 'Pilau Rice'}),frozenset({'Mint Sauce'}),0.05814734642084049,0.10920355303426141,0.02321415242218407,0.3992297817715019,3.6558314329410875,0.016864255593514246,1.4827573337314324,0.7713142914807051",Plain Papadum + Mango Chutney + Pilau Rice
392,"frozenset({'Mint Sauce'}),""frozenset({'Plain Papadum', 'Mango Chutney', 'Pilau Rice'})"",0.10920355303426141,0.05814734642084049,0.02321415242218407,0.2125768967874231,3.655831432941087,0.016864255593514246,1.1961201668283943,0.8155223504192674",Mint Sauce
393,"frozenset({'Onion Chutney'}),""frozenset({'Plain Naan', 'Mango Chutney'})"",0.07703217138165261,0.05225050384414421,0.014630141076360379,0.18992248062015504,3.63484496124031,0.010605171309460565,1.169949138795267,0.7853850153081856",Onion Chutney
394,"frozenset({'Plain Naan', 'Mango Chutney'}),frozenset({'Onion Chutney'}),0.05225050384414421,0.07703217138165261,0.014630141076360379,0.28,3.63484496124031,0.010605171309460565,1.2818997619699268,0.7648488394333871",Plain Naan + Mango Chutney
395,"frozenset({'Plain Papadum', 'Mango Chutney'}),frozenset({'Red Sauce'}),0.1130103754571919,0.049637978651937004,0.020377696499216242,0.18031704095112286,3.6326427031912676,0.014768089894824765,1.1594263499766055,0.8170538821889491",Plain Papadum + Mango Chutney
396,"frozenset({'Red Sauce'}),""frozenset({'Plain Papadum', 'Mango Chutney'})"",0.049637978651937004,0.1130103754571919,0.020377696499216242,0.41052631578947363,3.632642703191267,0.014768089894824765,1.5047145416351206,0.7625707887253599",Red Sauce
397,"frozenset({'Onion Chutney', 'Mint Sauce', 'Mango Chutney'}),""frozenset({'Plain Papadum', 'Pilau Rice'})"",0.02261700380682242,0.13323878480256773,0.010897962230350078,0.48184818481848185,3.616425844265099,0.00788450012725401,1.6727939376103311,0.7402255764953519",Onion Chutney + Mint Sauce + Mango Chutney
398,"frozenset({'Plain Papadum', 'Pilau Rice'}),""frozenset({'Onion Chutney', 'Mint Sauce', 'Mango Chutney'})"",0.13323878480256773,0.02261700380682242,0.010897962230350078,0.08179271708683473,3.616425844265099,0.00788450012725401,1.0644470092768896,0.8346980450077625",Plain Papadum + Pilau Rice
399,"frozenset({'Mango Chutney'}),frozenset({'Lime Pickle'}),0.15443756064790626,0.027244905575875195,0.015152646114801821,0.09811503141614306,3.601224865430325,0.010945009357581116,1.0785800055538661,0.8542440719712783",Mango Chutney
400,"frozenset({'Lime Pickle'}),frozenset({'Mango Chutney'}),0.027244905575875195,0.15443756064790626,0.015152646114801821,0.5561643835616439,3.601224865430325,0.010945009357581116,1.9051252491574953,0.7425473332789011",Lime Pickle
401,"frozenset({'Mango Chutney', 'Pilau Rice'}),frozenset({'Red Sauce'}),0.07352392326640293,0.049637978651937004,0.01313726953795626,0.17868020304568527,3.5996671882752564,0.009487690604451897,1.1571156873026478,0.7795091077549585",Mango Chutney + Pilau Rice
402,"frozenset({'Red Sauce'}),""frozenset({'Mango Chutney', 'Pilau Rice'})"",0.049637978651937004,0.07352392326640293,0.01313726953795626,0.2646616541353383,3.599667188275256,0.009487690604451897,1.2599316789935422,0.759917298574815",Red Sauce
403,"frozenset({'Mint Sauce', 'Pilau Rice'}),frozenset({'Mango Chutney'}),0.04642830484436814,0.15443756064790626,0.025752034037471075,0.5546623794212219,3.591499225280865,0.01858175989228949,1.8986997735631852,0.7566969000822484",Mint Sauce + Pilau Rice
404,"frozenset({'Mango Chutney'}),""frozenset({'Mint Sauce', 'Pilau Rice'})"",0.15443756064790626,0.04642830484436814,0.025752034037471075,0.166747220879652,3.5914992252808644,0.01858175989228949,1.1443966573532496,0.8533547756488987",Mango Chutney
405,"frozenset({'Mint Sauce'}),""frozenset({'Onion Bhajee', 'Mango Chutney'})"",0.10920355303426141,0.04112861088303352,0.0161230126147645,0.14764183185235816,3.5897597483231256,0.011631622174973648,1.124962984986465,0.8098705689936627",Mint Sauce
406,"frozenset({'Onion Bhajee', 'Mango Chutney'}),frozenset({'Mint Sauce'}),0.04112861088303352,0.10920355303426141,0.0161230126147645,0.3920145190562613,3.589759748323125,0.011631622174973648,1.4651607232182744,0.7523739195368496",Onion Bhajee + Mango Chutney
407,"frozenset({'Plain Papadum', 'Saag Aloo'}),frozenset({'Mango Chutney'}),0.03164887661416735,0.15443756064790626,0.017541240576248413,0.554245283018868,3.5887984807171454,0.01265346527470984,1.8969231443666021,0.7449314533786211",Plain Papadum + Saag Aloo
408,"frozenset({'Mango Chutney'}),""frozenset({'Plain Papadum', 'Saag Aloo'})"",0.15443756064790626,0.03164887661416735,0.017541240576248413,0.11358144030932817,3.5887984807171454,0.01265346527470984,1.0924310110606803,0.853106968986657",Mango Chutney
409,"frozenset({'Mint Sauce'}),""frozenset({'Plain Papadum', 'Plain Naan', 'Mango Chutney'})"",0.10920355303426141,0.037620362767783834,0.014704784653280584,0.13465481886534517,3.579306762577439,0.01059650737260075,1.1121338145898358,0.8089573023881774",Mint Sauce
410,"frozenset({'Plain Papadum', 'Plain Naan', 'Mango Chutney'}),frozenset({'Mint Sauce'}),0.037620362767783834,0.10920355303426141,0.014704784653280584,0.3908730158730158,3.5793067625774384,0.01059650737260075,1.4624150139111798,0.7487858874350817",Plain Papadum + Plain Naan + Mango Chutney
411,"frozenset({'Plain Papadum', 'Onion Bhajee'}),frozenset({'Onion Chutney'}),0.06643278345898336,0.07703217138165261,0.018213032768530268,0.2741573033707865,3.5589974740876227,0.013095571207757645,1.2715810641955558,0.7701877112751286",Plain Papadum + Onion Bhajee
412,"frozenset({'Onion Chutney'}),""frozenset({'Plain Papadum', 'Onion Bhajee'})"",0.07703217138165261,0.06643278345898336,0.018213032768530268,0.2364341085271318,3.5589974740876227,0.013095571207757645,1.2226413292770675,0.7790325681292383",Onion Chutney
413,"frozenset({'Plain Papadum', 'Chicken Tikka Masala', 'Mango Chutney'}),frozenset({'Mint Sauce'}),0.02754347988355602,0.10920355303426141,0.01067403149958946,0.3875338753387534,3.5487295474458502,0.007666185633377438,1.454441986417511,0.738551285987577",Plain Papadum + Chicken Tikka Masala + Mango Chutney
414,"frozenset({'Mint Sauce'}),""frozenset({'Plain Papadum', 'Chicken Tikka Masala', 'Mango Chutney'})"",0.10920355303426141,0.02754347988355602,0.01067403149958946,0.09774436090225563,3.5487295474458502,0.007666185633377438,1.0778059764623922,0.8062549148521998",Mint Sauce
415,"frozenset({'Red Sauce', 'Mint Sauce', 'Pilau Rice'}),frozenset({'Plain Papadum'}),0.012316190191833993,0.26841830260506083,0.011719041576472345,0.9515151515151515,3.544896686554084,0.008413150710619165,15.088872508770628,0.7268564337371667",Red Sauce + Mint Sauce + Pilau Rice
416,"frozenset({'Plain Papadum'}),""frozenset({'Red Sauce', 'Mint Sauce', 'Pilau Rice'})"",0.26841830260506083,0.012316190191833993,0.011719041576472345,0.043659621802002224,3.544896686554084,0.008413150710619165,1.0327743472143545,0.9813043904918061",Plain Papadum
417,"frozenset({'Onion Chutney', 'Red Sauce', 'Mint Sauce', 'Mango Chutney'}),frozenset({'Plain Papadum'}),0.010524744345749048,0.26841830260506083,0.010002239307307606,0.950354609929078,3.540573055956579,0.007177205294669435,14.736145618955215,0.7251923094245128",Onion Chutney + Red Sauce + Mint Sauce + Mango Chutney
418,"frozenset({'Plain Papadum'}),""frozenset({'Onion Chutney', 'Red Sauce', 'Mint Sauce', 'Mango Chutney'})"",0.26841830260506083,0.010524744345749048,0.010002239307307606,0.03726362625139043,3.5405730559565787,0.007177205294669435,1.027773835740233,0.9808335122672527",Plain Papadum
419,"frozenset({'Plain Papadum', 'Plain Naan'}),""frozenset({'Mint Sauce', 'Pilau Rice'})"",0.08479510338135403,0.04642830484436814,0.013809061730238112,0.16285211267605634,3.5076041053394325,0.009872168821138895,1.139071972341533,0.7811421404276798",Plain Papadum + Plain Naan
420,"frozenset({'Mint Sauce', 'Pilau Rice'}),""frozenset({'Plain Papadum', 'Plain Naan'})"",0.04642830484436814,0.08479510338135403,0.013809061730238112,0.29742765273311894,3.507604105339432,0.009872168821138895,1.302648617155144,0.7497130163431533",Mint Sauce + Pilau Rice
421,"frozenset({'Onion Chutney', 'Mint Sauce', 'Onion Bhajee'}),frozenset({'Plain Papadum'}),0.012614764499514817,0.26841830260506083,0.011868328730312757,0.9408284023668639,3.5050828994741035,0.00848229505559041,12.363730685974478,0.7238310007550213",Onion Chutney + Mint Sauce + Onion Bhajee
422,"frozenset({'Plain Papadum'}),""frozenset({'Onion Chutney', 'Mint Sauce', 'Onion Bhajee'})"",0.26841830260506083,0.012614764499514817,0.011868328730312757,0.044215795328142384,3.5050828994741035,0.00848229505559041,1.0330629347860765,0.9769244442391003",Plain Papadum
423,"frozenset({'Plain Papadum', 'Garlic Naan'}),frozenset({'Mint Sauce'}),0.05314622676718669,0.10920355303426141,0.020303052922296037,0.38202247191011235,3.4982604621871327,0.014499296128954682,1.4414706141809226,0.7542280136335181",Plain Papadum + Garlic Naan
424,"frozenset({'Mint Sauce'}),""frozenset({'Plain Papadum', 'Garlic Naan'})"",0.10920355303426141,0.05314622676718669,0.020303052922296037,0.18591934381408065,3.4982604621871323,0.014499296128954682,1.1630957768594508,0.8016911641479116",Mint Sauce
425,"frozenset({'Mint Sauce'}),""frozenset({'Peshwari Naan', 'Plain Papadum'})"",0.10920355303426141,0.039561095767709185,0.015078002537881616,0.13807245386192754,3.4901069139400818,0.010757790318119092,1.1142919245771938,0.8009414817801539",Mint Sauce
426,"frozenset({'Peshwari Naan', 'Plain Papadum'}),frozenset({'Mint Sauce'}),0.039561095767709185,0.10920355303426141,0.015078002537881616,0.38113207547169814,3.4901069139400818,0.010757790318119092,1.43939669784098,0.7428643540502337",Peshwari Naan + Plain Papadum
427,"frozenset({'Plain Papadum', 'Red Sauce'}),frozenset({'Mango Chutney'}),0.03784429349854445,0.15443756064790626,0.020377696499216242,0.5384615384615384,3.4865970182548236,0.014533116126857619,1.8320519519295364,0.7412390557464258",Plain Papadum + Red Sauce
428,"frozenset({'Mango Chutney'}),""frozenset({'Plain Papadum', 'Red Sauce'})"",0.15443756064790626,0.03784429349854445,0.020377696499216242,0.13194780086998548,3.486597018254823,0.014533116126857619,1.108407659661198,0.8434473365617433",Mango Chutney
429,"frozenset({'Plain Papadum', 'Mint Sauce'}),""frozenset({'Plain Naan', 'Mango Chutney'})"",0.08083899380458312,0.05225050384414421,0.014704784653280584,0.18190212373037856,3.4813467880226883,0.010480906496737465,1.1584793502672595,0.7754406894385409",Plain Papadum + Mint Sauce
430,"frozenset({'Plain Naan', 'Mango Chutney'}),""frozenset({'Plain Papadum', 'Mint Sauce'})"",0.05225050384414421,0.08083899380458312,0.014704784653280584,0.2814285714285714,3.481346788022688,0.010480906496737465,1.279150505639745,0.7520498267107344",Plain Naan + Mango Chutney
431,"frozenset({'Onion Chutney', 'Mint Sauce', 'Mango Chutney'}),frozenset({'Plain Papadum'}),0.02261700380682242,0.26841830260506083,0.021049488691498097,0.9306930693069307,3.467323428672122,0.014978670919658623,10.555678776698416,0.7280596277651937",Onion Chutney + Mint Sauce + Mango Chutney
432,"frozenset({'Plain Papadum'}),""frozenset({'Onion Chutney', 'Mint Sauce', 'Mango Chutney'})"",0.26841830260506083,0.02261700380682242,0.021049488691498097,0.07842046718576196,3.467323428672122,0.014978670919658623,1.0605519777642325,0.9726775600405516",Plain Papadum
433,"frozenset({'Bombay Aloo', 'Mango Chutney'}),frozenset({'Mint Sauce'}),0.030379935806523848,0.10920355303426141,0.011495110845711726,0.37837837837837834,3.4648907280486223,0.008177513914686543,1.4330203712057532,0.733679753656659",Bombay Aloo + Mango Chutney
434,"frozenset({'Mint Sauce'}),""frozenset({'Bombay Aloo', 'Mango Chutney'})"",0.10920355303426141,0.030379935806523848,0.011495110845711726,0.10526315789473682,3.4648907280486223,0.008177513914686543,1.0836930129221203,0.7986006368359311",Mint Sauce
435,"frozenset({'Plain Papadum'}),""frozenset({'Onion Chutney', 'Mint Sauce', 'Mango Chutney', 'Pilau Rice'})"",0.26841830260506083,0.011719041576472345,0.010897962230350078,0.040600667408231365,3.4645040845100357,0.007752356982235235,1.030103862751016,0.9723567486124564",Plain Papadum
436,"frozenset({'Onion Chutney', 'Mint Sauce', 'Mango Chutney', 'Pilau Rice'}),frozenset({'Plain Papadum'}),0.011719041576472345,0.26841830260506083,0.010897962230350078,0.929936305732484,3.4645040845100357,0.007752356982235235,10.441666044636845,0.7197936928361544",Onion Chutney + Mint Sauce + Mango Chutney + Pilau Rice
437,"frozenset({'Plain Papadum'}),""frozenset({'Mint Sauce', 'Bombay Aloo', 'Mango Chutney'})"",0.26841830260506083,0.011495110845711726,0.01067403149958946,0.03976640711902114,3.4594191959319884,0.0075885333581264935,1.0294421029246512,0.9717768202616688",Plain Papadum
